序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
32,001360,南矿集团,20.78,10.01,1.89,11752.0,24420656.0,0.0,20.78,20.78,20.78,18.89,5.57,1.44,57.07,3.08,4239120000.0,1699412214.0,0.0,0.0,63.88,59.23
33,600528,中铁工业,10.01,10.0,0.91,79665.0,79744415.0,0.0,10.01,10.01,10.01,9.1,14.22,0.36,17.49,0.91,22237731396.0,22237731396.0,0.0,0.0,24.66,24.19
34,002827,高争民爆,51.37,10.0,4.67,2970.0,15256890.0,0.0,51.37,51.37,51.37,46.7,0.48,0.11,201.12,15.7,14178120000.0,14178062209.0,0.0,0.0,78.86,104.17
35,003001,中岩大地,37.18,10.0,3.38,2877.0,10695719.32,0.0,37.18,37.18,37.18,33.8,0.93,0.27,157.84,5.55,6549825408.0,3990540889.0,0.0,0.0,28.83,13.18
36,002097,山河智能,10.67,10.0,0.97,79531.0,84859790.4,0.0,10.67,10.67,10.67,9.7,3.21,0.74,88.31,2.44,11466166207.0,11445459738.0,0.0,0.0,56.91,42.65
37,003023,彩虹集团,22.65,10.0,2.06,51006.0,112179769.5,6.36,22.65,21.34,21.77,20.59,25.41,4.85,19.15,1.55,2385987240.0,2379888592.0,0.0,0.0,22.76,29.5
38,601003,柳钢股份,8.15,9.99,0.74,664632.0,528872536.0,7.42,8.15,7.6,7.9,7.41,8.93,2.59,20.05,2.42,20886764580.0,20886764580.0,0.0,0.25,181.03,195.29
39,002096,易普力,17.06,9.99,1.55,22232.0,37927826.12,0.0,17.06,17.06,17.06,15.51,3.44,0.32,32.03,2.88,21161919536.0,11958100597.0,0.0,0.0,37.25,43.6
40,002542,中化岩土,5.07,9.98,0.46,217779.0,110413953.0,0.0,5.07,5.07,5.07,4.61,4.02,1.24,-44.38,11.93,9157011862.0,8916336660.0,0.0,0.0,61.98,29.34
41,002497,雅化集团,15.98,9.98,1.45,1421437.0,2245027123.46,4.47,15.98,15.33,15.5,14.53,46.2,13.43,55.84,1.75,18417949070.0,16915650413.0,0.0,0.5,40.55,37.05
42,002037,保利联合,12.9,9.97,1.17,21145.0,27277050.0,0.0,12.9,12.9,12.9,11.73,1.57,0.44,-25.85,3.3,6242098001.0,6242098001.0,0.0,0.0,63.08,68.41
43,002534,西子洁能,15.33,9.97,1.39,122783.0,187433501.79,1.72,15.33,15.09,15.1,13.94,19.1,1.69,52.8,2.85,11332037684.0,11160442126.0,0.0,0.0,33.54,40.51
44,002226,江南化工,7.61,9.97,0.69,1060798.0,798971310.61,4.62,7.61,7.29,7.56,6.92,43.13,4.0,34.54,2.13,20158302927.0,20157989372.0,0.0,0.0,33.98,41.98
45,601868,中国能建,3.09,9.96,0.28,1933297.0,597388903.0,0.0,3.09,3.09,3.09,2.81,16.63,0.6,19.98,1.19,128825695635.0,100204768395.0,0.0,0.0,37.95,35.53
46,300535,达威股份,18.8,9.37,1.61,47853.0,90673824.37,16.0,19.9,17.15,17.23,17.19,53.06,6.26,88.09,2.13,1970267504.0,1437166865.0,-0.48,-4.08,32.77,44.28
47,834950,迅安科技,27.93,8.97,2.3,41278.0,114313166.19,16.15,29.62,25.48,26.0,25.63,52.2,11.14,41.49,7.11,2047827600.0,1034806500.0,-2.51,-1.97,57.18,120.62
48,002639,雪人集团,11.3,8.65,0.9,990394.0,1114899071.72,5.38,11.44,10.88,10.95,10.4,44.53,15.22,219.13,3.52,8730404611.0,7351574408.0,-0.18,-1.22,48.29,64.96
49,000967,盈峰环境,7.28,8.49,0.57,406641.0,287733301.07,8.35,7.29,6.73,6.75,6.71,20.85,1.28,31.9,1.37,23055347355.0,23044371299.0,1.96,3.12,25.52,46.48
50,301151,冠龙节能,27.72,8.45,2.16,159939.0,450305375.45,11.78,29.91,26.9,29.91,25.56,58.48,28.7,142.48,2.29,4684793652.0,1545028088.0,-0.75,-0.04,92.9,85.05
51,300363,博腾股份,21.62,8.05,1.61,219818.0,467993629.65,9.55,22.09,20.18,20.2,20.01,16.84,4.39,-688.16,2.26,11792942922.0,10819740178.0,-1.91,-1.1,46.28,37.1
52,301137,哈焊华通,39.38,7.89,2.88,117857.0,463864773.51,7.4,40.48,37.78,37.78,36.5,32.0,11.59,291.04,5.31,7159811692.0,4005016884.0,-0.33,-1.67,92.85,126.58
53,600820,隧道股份,8.01,7.81,0.58,1302540.0,1030970216.0,6.86,8.17,7.66,7.78,7.43,34.34,4.14,19.06,0.82,25184209713.0,25184209713.0,0.13,-0.5,32.4,11.4
54,873576,天力复合,35.95,7.63,2.55,22991.0,82405805.82,4.49,36.62,35.12,35.12,33.4,41.32,2.15,103.77,9.0,3916752500.0,3851321235.0,-1.02,-1.51,14.75,74.85
55,600053,九鼎投资,16.8,7.62,1.19,67434.0,109643561.0,11.08,17.16,15.43,15.43,15.61,16.51,1.56,-54.73,2.81,7283485440.0,7283485440.0,6.13,7.49,26.89,21.12
56,600507,方大特钢,6.46,7.49,0.45,419048.0,260215768.0,6.66,6.48,6.08,6.3,6.01,16.47,1.81,14.92,1.58,14943193769.0,14943193769.0,4.03,5.04,46.15,60.7
57,835857,百甲科技,8.76,7.35,0.6,46149.0,38816044.67,8.58,8.78,8.08,8.2,8.16,8.71,4.0,-302.81,2.25,1587866482.0,1010777672.0,4.29,7.22,35.39,53.68
58,688210,统联精密,26.59,7.22,1.79,22940.0,59257147.0,7.7,26.59,24.68,24.8,24.8,11.59,1.43,388.37,3.41,4260816406.0,4260816406.0,2.62,3.83,51.51,34.23
59,603716,塞力医疗,27.71,7.07,1.83,145799.0,390679068.0,10.66,27.94,25.18,25.36,25.88,6.01,7.63,-92.4,5.13,5293110858.0,5293110858.0,0.87,3.47,196.05,283.8
60,603279,景津装备,17.11,7.07,1.13,103725.0,179370473.0,3.75,17.58,16.98,16.98,15.98,38.6,1.8,14.78,2.24,9863179270.0,9861742030.0,-0.52,0.23,3.7,-2.12
61,600678,四川金顶,12.45,6.96,0.81,435888.0,545734489.0,7.65,12.79,11.9,12.79,11.64,28.99,12.49,60.24,17.17,4344925500.0,4344925500.0,0.4,0.32,73.4,90.37
62,603280,南方路机,33.73,6.77,2.14,78768.0,270081127.0,4.5,34.75,33.33,34.34,31.59,31.26,28.19,85.0,2.83,3656556878.0,942472428.0,-1.37,-0.79,50.98,63.58
63,002646,天佑德酒,11.03,6.57,0.68,186791.0,203738502.14,8.5,11.38,10.5,10.69,10.35,28.39,3.92,19.69,1.85,5316492803.0,5249503753.0,-2.04,0.91,23.79,2.7
64,688660,电气风电,11.68,6.47,0.71,213509.0,242101833.0,6.38,11.72,11.02,11.18,10.97,9.3,1.6,-20.78,3.16,15573334112.0,15573334112.0,2.55,3.27,46.55,29.78
65,300894,火星人,14.32,6.47,0.87,119551.0,167871369.37,5.65,14.49,13.73,13.94,13.45,39.64,4.07,-26.95,4.62,5838592429.0,4211125503.0,1.13,1.63,13.47,4.53
66,000422,湖北宜化,14.68,6.45,0.89,476785.0,683950133.69,5.37,14.77,14.03,14.2,13.79,13.41,4.51,117.46,2.21,15979506072.0,15528550741.0,1.66,3.38,26.12,18.2
67,600650,锦江在线,20.01,6.44,1.21,116791.0,228229013.0,5.9,20.01,18.9,18.93,18.8,7.4,2.99,218.72,2.64,11037718241.0,7815107101.0,1.68,2.09,49.89,43.13
68,002057,中钢天源,11.15,6.39,0.67,772118.0,869824860.61,6.01,11.53,10.9,11.53,10.48,53.14,10.25,31.86,2.7,8405803322.0,8400687813.0,0.9,-0.09,51.7,55.73
69,003037,三和管桩,11.21,6.26,0.66,458809.0,507569709.0,11.0,11.57,10.41,10.95,10.55,14.57,7.75,48.52,2.43,6715627140.0,6637157140.0,-2.44,-0.8,71.41,53.14
70,300344,ST立方,5.09,6.26,0.3,296544.0,147867385.88,7.72,5.13,4.76,4.76,4.79,6.53,4.64,-47.11,13.21,3266285657.0,3254665187.0,-0.2,0.2,-36.45,14.38
71,301273,瑞晨环保,28.18,6.26,1.66,9432.0,25860056.0,10.18,28.88,26.18,26.66,26.52,5.56,2.72,-22.62,2.14,2018865699.0,975813997.0,5.74,6.58,28.27,54.07
72,601699,潞安环能,13.38,6.19,0.78,979354.0,1319839749.0,6.43,13.86,13.05,13.5,12.6,49.56,3.27,15.22,0.87,40025055096.0,40025055096.0,1.75,1.36,22.75,-4.09
73,601015,陕西黑猫,4.02,6.07,0.23,542682.0,215902868.0,7.92,4.15,3.85,3.92,3.79,24.47,2.66,-7.85,1.34,8210840509.0,8210840509.0,-0.25,0.0,37.2,20.36
74,301082,久盛电气,21.06,5.99,1.19,107232.0,225498968.37,5.23,21.65,20.61,20.61,19.87,22.34,5.13,-180.01,4.79,4766071204.0,4406415622.0,-0.47,-2.18,41.34,59.18
75,300958,建工修复,14.54,5.9,0.81,60215.0,87489268.79,7.57,14.99,13.95,13.99,13.73,27.38,6.61,-75.39,1.74,2278949859.0,1323858669.0,-1.49,-1.02,29.24,26.22
76,000922,佳电股份,13.66,5.89,0.76,541407.0,757712954.22,5.19,14.19,13.52,13.94,12.9,44.52,9.22,43.1,2.15,9496659494.0,8022774166.0,-1.44,-2.64,24.29,22.18
77,600468,百利电气,7.22,5.87,0.4,426135.0,302622860.0,4.84,7.25,6.92,6.95,6.82,27.09,3.92,61.4,4.01,7853449018.0,7853449018.0,1.69,1.26,71.5,53.62
78,002670,国盛金控,15.5,5.8,0.85,496743.0,763694612.19,7.58,15.85,14.74,14.75,14.65,21.26,3.06,106.53,2.69,29993812122.0,25161934827.0,-0.64,-1.59,28.52,18.41
79,002302,西部建设,7.71,5.76,0.42,834936.0,657673930.05,5.62,8.02,7.61,8.02,7.29,168.4,6.61,-9.59,1.15,9732751684.0,9732751684.0,-1.15,-1.28,35.03,19.35
80,430564,天润科技,24.41,5.67,1.31,18161.0,43466492.49,6.71,24.6,23.05,23.33,23.1,8.54,4.48,-87.24,6.97,2175019389.0,988984527.0,0.49,1.75,35.01,104.1
81,300135,宝利国际,4.88,5.63,0.26,693709.0,343704299.34,9.52,5.18,4.74,5.13,4.62,34.73,7.53,347.13,4.69,4497408000.0,4497408000.0,0.62,-0.61,30.48,23.54
82,002307,北新路桥,4.73,5.58,0.25,981373.0,462232419.59,7.37,4.87,4.54,4.59,4.48,42.22,7.74,-21.9,2.02,5999019183.0,5999019183.0,-1.25,-0.42,19.75,27.84
83,002778,中晟高科,20.19,5.49,1.05,78193.0,160239303.86,6.11,21.04,19.87,21.02,19.14,47.57,6.33,11.77,8.22,2518769127.0,2492077745.0,-0.49,0.45,22.96,15.64
84,002783,凯龙股份,11.56,5.47,0.6,592420.0,702907346.38,4.74,12.06,11.54,11.79,10.96,37.16,13.43,40.09,2.3,5772574399.0,5099524288.0,-2.78,-3.59,48.97,43.6
85,688603,天承科技,48.79,5.4,2.5,6443.0,30634343.0,6.46,49.0,46.01,46.23,46.29,8.29,1.36,80.18,5.45,6085309526.0,2313700206.0,2.05,3.15,-1.49,-9.82
86,300759,康龙化成,27.42,5.38,1.4,263483.0,716594854.75,6.07,27.85,26.27,26.27,26.02,15.6,1.86,39.89,3.55,48758121296.0,38919526088.0,0.07,0.07,19.84,7.53
87,301072,中捷精工,27.1,5.32,1.37,15014.0,40056644.98,5.44,27.18,25.78,25.78,25.73,6.72,2.24,-66.21,3.72,2846746194.0,1819491913.0,1.38,2.15,44.07,43.08
88,002068,黑猫股份,10.98,5.27,0.55,110831.0,120056191.0,3.64,11.0,10.62,10.62,10.43,16.08,1.51,-56.83,2.82,8074090252.0,8063830815.0,1.01,1.39,5.68,3.2
89,300930,屹通新材,34.1,5.21,1.69,31438.0,105547704.6,8.02,34.6,32.0,32.04,32.41,16.17,6.67,62.31,3.85,3410000000.0,1606962534.0,1.55,3.3,31.66,14.51
90,600853,龙建股份,4.25,5.2,0.21,692588.0,296628405.0,6.19,4.43,4.18,4.2,4.04,42.23,6.85,131.12,1.36,4309634921.0,4298627846.0,0.47,-0.7,13.03,7.32
91,002927,泰永长征,17.0,5.2,0.84,144477.0,245550285.24,4.89,17.45,16.66,17.0,16.16,16.39,6.55,69.97,3.74,3794267060.0,3750924200.0,-0.87,-1.16,31.07,15.33
92,603193,润本股份,31.15,5.13,1.52,51988.0,160790751.0,4.49,31.48,30.15,30.15,29.63,14.29,5.03,71.29,6.2,12603081731.0,3218926181.0,-0.22,0.1,-10.1,34.73
93,688131,皓元医药,59.19,5.13,2.89,31495.0,182603642.0,4.33,59.35,56.91,56.91,56.3,9.01,1.49,50.18,4.47,12522348624.0,12515305014.0,1.18,2.37,58.98,66.5
94,002246,北化股份,22.62,5.06,1.09,617891.0,1445894911.43,5.48,23.68,22.5,23.68,21.53,38.92,11.25,105.22,4.38,12419167040.0,12419167040.0,-1.99,-4.15,128.25,123.74
95,300490,华自科技,10.39,5.06,0.5,250734.0,262241471.7,5.86,10.8,10.22,10.22,9.89,12.79,6.38,-14.45,1.79,4142188303.0,4085977759.0,0.39,0.78,46.13,31.85
96,688076,ST诺泰,41.2,5.05,1.98,68668.0,274751578.0,5.84,41.33,39.04,39.04,39.22,6.37,2.17,21.33,4.66,13021338156.0,13021338156.0,1.2,2.85,7.24,12.85
97,603843,*ST正平,3.13,5.03,0.15,3684.0,1153092.0,0.0,3.13,3.13,3.13,2.98,0.53,0.05,37.57,5.73,2189820732.0,2189820732.0,0.0,0.0,4.68,-13.3
98,002305,*ST南置,2.72,5.02,0.13,231618.0,61968952.6,4.63,2.72,2.6,2.62,2.59,12.92,1.34,-2.55,-2.13,4717066894.0,4716760911.0,0.0,0.0,115.87,36.68
99,301257,普蕊斯,41.04,4.99,1.95,18511.0,75386229.3,7.9,42.0,38.91,39.39,39.09,7.14,2.45,109.76,2.78,3262784242.0,3102732058.0,-2.05,1.63,44.05,52.79
100,002821,凯莱英,103.01,4.98,4.89,30335.0,308708587.4,4.86,103.52,98.75,98.75,98.12,9.01,0.96,28.43,2.21,37144759097.0,32655912208.0,-0.43,0.5,41.75,37.36
101,000752,ST西发,9.71,4.97,0.46,1669.0,1620599.0,0.0,9.71,9.71,9.71,9.25,1.13,0.06,92.37,7.84,2561094948.0,2561094948.0,0.0,0.0,15.6,13.3
102,688066,航天宏图,20.55,4.95,0.97,63927.0,131955927.0,4.09,21.0,20.2,20.79,19.58,21.97,2.45,-11.7,6.58,5369250714.0,5369250714.0,0.54,1.13,23.57,0.74
103,003017,大洋生物,28.85,4.95,1.36,37196.0,108025450.8,7.06,29.94,28.0,28.0,27.49,21.11,5.38,20.65,2.3,2423400000.0,1995221658.0,0.07,0.17,27.09,57.48
104,002928,华夏航空,8.95,4.92,0.42,164779.0,148675327.4,5.74,9.25,8.76,8.78,8.53,19.01,1.29,34.89,3.32,11440261873.0,11440261873.0,-0.89,-0.89,19.81,15.34
105,688193,仁度生物,49.85,4.9,2.33,3624.0,17747616.0,7.87,50.55,46.81,47.01,47.52,13.62,1.15,408.29,2.19,1994000000.0,1573684541.0,-0.84,3.08,41.06,39.83
106,836871,派特尔,19.38,4.87,0.9,20311.0,39324264.51,4.87,19.9,19.0,19.9,18.48,14.1,4.6,117.76,6.57,1647020482.0,856358266.0,1.57,1.84,29.37,95.36
107,300642,透景生命,17.12,4.84,0.79,36140.0,60914804.7,8.82,17.44,16.0,16.33,16.33,6.42,2.62,1474.99,1.88,2782959422.0,2357543258.0,0.71,5.16,30.99,22.55
108,601399,国机重装,3.9,4.84,0.18,1772038.0,692138531.0,5.65,4.0,3.79,4.0,3.72,25.52,2.46,63.35,1.94,28132867971.0,28132867971.0,-1.02,-0.51,34.48,26.62
109,600023,浙能电力,5.48,4.78,0.25,1131505.0,633575469.0,5.54,5.75,5.46,5.75,5.23,51.49,0.84,17.1,1.04,73479855465.0,73479855465.0,-0.36,-0.18,0.37,2.05
110,600773,西藏城投,12.85,4.73,0.58,503584.0,656376566.0,8.88,13.5,12.41,13.5,12.27,79.69,5.29,-88.9,2.55,12227891215.0,12227891215.0,-2.28,-0.39,41.68,19.31
111,873833,美心翼申,21.9,4.68,0.98,19176.0,42217878.59,4.73,22.53,21.54,21.55,20.92,16.49,3.07,42.27,2.96,1803684000.0,1368021825.0,-1.62,-0.41,18.38,93.81
112,603127,昭衍新药,26.88,4.67,1.2,109634.0,290457937.0,5.1,27.0,25.69,25.99,25.68,10.31,1.74,122.48,2.48,20145950738.0,16947359601.0,0.3,1.7,74.09,61.64
113,832225,利通科技,21.75,4.67,0.97,32825.0,71365960.89,3.95,22.1,21.28,21.33,20.78,14.64,3.97,19.36,4.04,2760485945.0,1800511850.0,-0.5,-0.68,30.24,117.5
114,603300,海南华铁,12.1,4.67,0.54,1533430.0,1877256294.0,5.02,12.59,12.01,12.1,11.56,11.28,7.7,31.6,3.72,24086872212.0,24086872212.0,-0.41,-1.06,17.25,110.43
115,300365,恒华科技,7.27,4.6,0.32,268965.0,197607286.39,5.47,7.56,7.18,7.41,6.95,21.67,5.67,271.53,2.33,4360949260.0,3448143676.0,0.83,-0.41,34.88,18.4
116,301529,福赛科技,52.19,4.59,2.29,23309.0,121956199.79,9.72,53.68,48.83,48.91,49.9,7.44,5.15,39.58,3.58,4427653990.0,2360997837.0,-0.65,-2.27,88.21,83.32
117,300528,幸福蓝海,12.3,4.5,0.53,89025.0,108458813.6,3.65,12.39,11.96,12.0,11.77,9.31,2.39,16.25,7.6,4583079064.0,4583079064.0,-0.4,-0.57,50.92,41.38
118,002205,国统股份,14.17,4.5,0.61,200386.0,286452126.2,9.51,14.89,13.6,13.69,13.56,34.73,10.78,-20.88,7.53,2633398541.0,2633398541.0,-1.32,-1.94,50.27,59.03
119,603011,合锻智能,17.0,4.49,0.73,240581.0,407684727.0,2.64,17.18,16.75,16.75,16.27,12.11,4.87,284.25,3.9,8405045429.0,8405045429.0,0.41,-0.87,71.89,148.18
120,301515,港通医疗,22.6,4.48,0.97,24875.0,55766388.0,6.15,22.99,21.66,22.5,21.63,34.52,3.91,357.83,1.83,2260000000.0,1439027880.0,-1.14,2.4,26.4,26.54
121,600039,四川路桥,9.19,4.43,0.39,379050.0,345474103.0,3.07,9.23,8.96,9.2,8.8,18.71,0.56,11.28,1.72,80045262867.0,61716057100.0,0.0,1.32,8.5,33.19
122,601991,大唐发电,4.06,4.37,0.17,3253706.0,1312254908.0,6.43,4.14,3.89,4.08,3.89,24.01,2.62,8.39,2.33,75137244646.0,50328121770.0,-1.22,0.25,33.99,42.46
123,002017,东信和平,23.33,4.34,0.97,460123.0,1065428636.25,7.07,23.88,22.3,23.6,22.36,10.13,7.93,72.12,7.96,13541476437.0,13533403627.0,-0.13,1.39,142.26,128.5
124,001309,德明利,82.53,4.3,3.4,42224.0,349604425.1,6.31,84.1,79.11,79.12,79.13,17.49,2.64,-67.64,7.87,18691264663.0,13186234546.0,-1.64,-1.64,-9.09,32.96
125,002258,利尔化学,12.62,4.21,0.51,165043.0,207289594.3,2.56,12.69,12.38,12.5,12.11,20.29,2.07,16.5,1.31,10101517817.0,10085277354.0,0.8,1.2,16.64,56.38
126,601933,永辉超市,4.96,4.2,0.2,1262709.0,617721261.0,5.04,4.98,4.74,4.75,4.76,29.66,1.39,76.26,9.87,45012183485.0,45012183485.0,0.81,1.85,-11.74,-21.77
127,600403,大有能源,4.24,4.18,0.17,296400.0,125050613.0,3.69,4.3,4.15,4.22,4.07,22.77,1.24,-8.2,1.88,10137044584.0,10137044584.0,-0.7,1.44,25.44,44.22
128,605598,上海港湾,27.46,4.17,1.1,60202.0,165461170.0,3.87,27.8,26.78,27.8,26.36,23.27,2.48,47.04,3.73,6716298855.0,6673241575.0,1.18,-0.62,36.96,23.14
129,601686,友发集团,6.55,4.13,0.26,102017.0,66995351.0,4.13,6.69,6.43,6.69,6.29,29.96,0.71,17.76,1.5,9421531607.0,9421531607.0,-0.3,0.31,20.63,26.69
130,002637,赞宇科技,11.11,4.12,0.44,121869.0,136159091.0,9.47,11.65,10.64,10.64,10.67,30.17,2.75,15.8,1.4,5226155110.0,4918654197.0,0.09,-0.09,22.36,14.18
131,600268,国电南自,11.3,4.05,0.44,670159.0,772691302.0,7.92,11.94,11.08,11.26,10.86,17.43,6.63,96.31,3.55,11481857251.0,11421393584.0,-2.92,-3.34,59.15,71.73
132,688156,路德环境,19.81,4.04,0.77,8955.0,17447554.0,4.83,19.97,19.05,19.05,19.04,4.43,0.89,397.62,2.39,1995147450.0,1995147450.0,1.12,2.43,14.84,46.42
133,838262,太湖雪,26.74,4.01,1.03,5955.0,15682435.8,3.11,26.74,25.94,25.96,25.71,15.92,1.91,57.15,5.75,1848113307.0,833897783.0,0.98,1.21,25.13,41.78
134,002377,国创高新,3.37,4.01,0.13,455240.0,158472276.0,5.86,3.56,3.37,3.43,3.24,25.82,5.22,352.76,6.55,3088015927.0,2937598828.0,-1.75,-0.88,26.22,1.81
135,605178,时空科技,26.11,3.9,0.98,16094.0,41417892.0,5.77,26.26,24.81,25.08,25.13,4.07,1.62,-18.18,1.99,2591459276.0,2591459276.0,-0.08,0.42,82.84,81.7
136,000504,*ST生物,10.39,3.9,0.39,14906.0,15234219.0,5.8,10.46,9.88,9.89,10.0,9.17,0.45,-386.38,14.6,3428939988.0,3419534960.0,1.27,0.48,58.14,24.43
